,종목명,날짜,제목,본문,SN_caller,SL_caller,NNP_caller,NNG_caller,SF_caller,SS_caller,SW_caller,SP_caller,NR_caller,NNB_caller,JKB_caller,JX_caller,XSN_caller,JC_caller,JKO_caller,MAG_caller,JKG_caller,VV_caller,EC_caller,XSV_caller,EP_caller,MAJ_caller,ETM_caller,XPN_caller,MM_caller,JKS_caller,VCP_caller,VA_caller,NA_caller,XR_caller,ETN_caller,XSA_caller,SO_caller,NP_caller,EF_caller,VX_caller,VCN_caller,SH_caller,IC_caller,JKV_caller,SN_other,SL_other,NNP_other,NNG_other,SF_other,SS_other,SW_other,SP_other,NR_other,NNB_other,JKB_other,JX_other,XSN_other,JC_other,JKO_other,MAG_other,JKG_other,VV_other,EC_other,XSV_other,EP_other,MAJ_other,ETM_other,XPN_other,MM_other,JKS_other,VCP_other,VA_other,NA_other,XR_other,ETN_other,XSA_other,SO_other,NP_other,EF_other,VX_other,VCN_other,SH_other,IC_other,JKV_other,stock_name,price,price + 30days
941,SNT모티브,24.07.29,당분간은 큰 변화 없음,"기존에는 친환경차 부품 전문사로 전통 부품사들 대비 밸류에이션 프리미엄 가능했으나, 관련 수주 감소와 방산 비중 확대로 기업의 성격 변화. 방산 사업의 경우 개인 화기 중심으로 대형 화기 대비 수출 모멘텀 약해 섹터 내 방어주로 판단",41.0,17.0,20.0,54.0,22.0,14.0,31.0,17.0,2.0,3.0,6.0,12.0,3.0,3.0,8.0,1.0,3.0,5.0,10.0,10.0,9.0,1.0,6.0,3.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,41.0,17.0,20.0,54.0,22.0,14.0,31.0,17.0,2.0,3.0,6.0,12.0,3.0,3.0,8.0,1.0,3.0,5.0,10.0,10.0,9.0,1.0,6.0,3.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,SNT모티브,45050,42350
945,하나금융지주,24.07.29,밋밋했던 2분기 보단 다가오는 3분기에 주목,타행대비 실적과 주주환원정책 측면에서 아쉬웠던 2분기. 특히 낮아진 자본비율은 밸류에이션 희석 요인. 다만 하반기 회복 가능성이 높은 만큼 긍정적 시각 유지. 밸류업 역시 속도와 강도의 차이일 뿐 방향성은 동일,0.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,하나금융지주,64900,60200
954,효성중공업,24.07.29,"2Q24 Review: 중전기기 성장, 건설은 적자","2Q24 매출액 1 조 1,940 억원(YoY +6.3%), 영업이익 630 억원(YoY -26.9%, OPM 5.3%)를 기록했다. 컨센서스 영업이익 850 억원 대비 하회하는 실적이다. 건설 부문이 적자로 전환되면서 시장 기대치를 만족하지 못했다. 2Q24 건설부문 영업이익률을 2~3% 수준으로 전망했으나, 건설부문에서 일회성 비용이 반영되면서 영업이익 -23 억원(YoY 적자전환)을 시현했다. 화물연대 파업으로 일부 공사현장의 일정이 지연됨에 따라서 원가가 상승함에 따라 비용이 반영된 영향이다. 2Q24 중공업부문 영업이익은 650 억원(YoY +20.8%, OPM 8.7%)를 기록했다. 전 분기대비해서 영업이익률이 0.5%pt 상승했으며, 앞으로 마진이 높은 북미지역의 수주가 매출액으로 반영됨에 따라서 수익성개선을 전망한다.",0.0,1.0,11.0,30.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,6.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,30.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,6.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,효성중공업,398500,450500
956,현대로템,24.07.29,올해 2분기 폴란드향 K2 전차의 진행률 매출 반영 본격화로 사상 최대 실적 기록함⇒ 분기를 거듭할수록 사상 최대 실적 이어질 듯,"올해 2분기 동사 K-IFRS 연결기준 실적의 경우 매출액 10,945억원(+10.9% YoY, +46.4% QoQ), 영업이익 1,128억원(+67.7% YoY, +152.4% QoQ)으로 분기 사상 최대 실적을 기록하였다. 이는 폴란드향 K2 전차의 진행률 반영 물량이 증가하는 것과 더불어 공정률 상승 등으로 매출이 증가하면서 실적이 개선되었기 때문이다. 즉, 올해 1분기 매출에 반영되지 않는 한국군 대여 물량 생산에 집중하면서 기대치를 하회하는 실적을 기록하였으나 2분기부터 폴란드향 K2 전차 진행률 매출 반영이 본격화 되면서 실적이 개선되었다. 무엇보다 지난 3월 폴란드에 도착한 K2 전차 18대 중 14대에 경우 지난해 4분기부터 진행률로 매출에 반영되고 있을 뿐만 아니라 올해 하반기에 출고될 38대와 더불어 내년에 출고될 96대의 경우도 매출이 진행률로 반영됨에 따라 분기를 거듭할수록 매출이 증가하면서 사상 최대실적이 이어질 것으로 예상된다.",17.0,8.0,33.0,67.0,12.0,5.0,5.0,9.0,8.0,17.0,15.0,4.0,9.0,5.0,5.0,4.0,4.0,7.0,7.0,15.0,4.0,3.0,12.0,2.0,4.0,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,17.0,8.0,33.0,67.0,12.0,5.0,5.0,9.0,8.0,17.0,15.0,4.0,9.0,5.0,5.0,4.0,4.0,7.0,7.0,15.0,4.0,3.0,12.0,2.0,4.0,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,현대로템,65700,63900
961,한전기술,24.07.29,"체코 원전 수주 선정됨에 따라 유럽 진출의 교두보 마련 ⇒ 네덜란드, 스웨덴, 핀란드 등 수출지역 확대 되면서 동사 밸류에이션 리레이팅 될 듯","체코 정부가 지난 17일 두코바니 2기(5·6호기) 원전 건설 계획을 먼저 확정해 한국수력원자력을 우선협상자로 선정하였으며, 테믈린 3·4호기는 체코 정부와 발주사가 추후 결정할 예정이다. 체코 정부에 따르면 체코 측의 총 예상 사업비는 1기 약 12조원, 2기 약 24조 원이며, 그 중에서 한국수력원자력과의 계약 금액은 향후 협상을 거쳐 최종 결정될 예정이다. 한국수력원자력(주계약)은 한전기술(설계), 두산에너빌리티(주기기, 시공), 대우건설(시공), 한전연료(핵연료), 한전KPS(시운전, 정비) 등과 팀 코리아를 구성하여, 1,000MW급 APR1000의 설계, 구매, 건설, 시운전 및 핵연료 공급 등 원전건설 역무 전체를 일괄 공급하게 될 예정이다. 내년 3월에 최종 계약을 체결하고, 인허가 절차 등을 거친이후 2029년 착공에 들어가서 2036년 1호기를 완공하고, 2호기는 1~2년의 간격을 두고 완공이 이뤄질 전망이다. 무엇보다 AI 등으로 인하여 데이터센터 건설 등이 증가됨에 따라 전력 사용량 증대가 예상되면서 탄소배출이 없는 원전이 각광받고 있다. 이러한 탄소배출 감축 등 기후변화 대응을 넘어서 국가 안보측면에서도 안정적 전력공급원을 통한 에너지 자립도를 높이기 위하여 원전이 확대될 것으로 예상된다. 특히 유럽에서는 탄소 중립과 더불어 러시아의 우크라이나 침공 이후 에너지 안보 측면에서도 원전수요가 증가하는 추세에 있다. 네덜란드의 경우 현재 원전 1기를 운영 중이며, 2035년 상업운전을 목표로 제일란트주 보르셀 지역에 3,000MW급 신규원전 2기 건설을 추진 중에 있다. 이러한 환경하에서 지난해 12월 한국수력원자력은 네덜란드 경제기후정책부와 신규 원전 건설을 위한 기술 타당성 조사 계약을 체결함에 따라 네덜란드 신규 원전 수주 절차에 공식적으로 참여하게 되었다. 또한 한국수력원자력과 경쟁하는 미국과 프랑스 원전 기업들도 별도로 네덜란드 원전 기술 타당성 조사를 수행할 예정이다. 이러한 기술 타당성 조사 등을 마친 이후 2025년 입찰에 들어가서 2028년 착공할 예정이다. 또한 스웨덴의 경우 2022년 9월 정권교체로 출범한 현 정부는 기간산업의 전력수요 증가, 러-우 사태로 인한 에너지 대응 위기를 겪으면서 2023년 말 원자력발전법을 개정하였다. 포르스마르크, 오스카르스함, 링할스 등 3곳에서 6기의 대형원전이 가동되고 있는데, 오는 2045년까지 신규 원전 10기 도입 추진 계획을 발표하였다. 이와 더불어 핀란드의 경우 국영 에너지회사인 포르툼에서 SMR과 대형 원자로의 향후 조건에 대한 연구를 진행하고 있다. 이에 따라 한국수력원자력, 웨스팅하우스, 롤스로이스소형모듈원전, 이디에프에너지, 캬른풀넥스트, 아우토쿰푸 등 여러 전기회사들과 협력 MOU를 맺으며 2030년 이후 새로운 원전 가동을 위한 계획을 추진 중이다. 이와 같이 체코 원전 수주에서 우선협상자로 선정됨에 따라 유럽 진출의 교두보가 마련되었다. 이에 따라 향후 네덜란드, 스웨덴, 핀란드 등 진출에서도 우위 선점으로 수출지역 확대 가능성 높아지면서 동사의 밸류에이션이 리레이팅 될 수 있을 것이다.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,한전기술,72000,68200
962,S-Oil,24.07.29,2Q24 Review: 정유부문 실적부진,"S-Oil 의 2Q24 매출액은 9.6 조원(+22.4% YoY, +2.8% QoQ), 영업이익 1,606억원(+341.0% YoY, -64.6% QoQ)으로 컨센서스(2,912 억원)대비 대폭 하회하는 실적을 기록했다. 정제마진 하락에 따른 정유부문 적자전환 영향이다.1) 정유부문: 영업이익 -950 억원(적전 QoQ)을 기록했다. 정제마진은 2Q24 $7.0/bbl 로 -$5.6/bbl QoQ 를 기록했으며, 1Q24 대비 재고효과 역시 감소하며 부진한 실적을 기록했다.2) 석유화학부문: 영업이익 1,099 억원(+129.0% QoQ)을 기록했다. 2Q24 BZ Spread 는 +15.6% QoQ 를 기록했으며, PX Spread 역시 +3.2% QoQ 를 기록하며 강세를 지속했다. 또한, PP Spread 역시 중국 포장재 수요 증가 등 영향으로 +10.4% QoQ 를 기록하며 석화부문 증익에 기여했다.3) 윤활부문: 영업이익 1,458 억원(-6.4% QoQ)을 기록했다. 원재료 Lagging 효과 등으로 인해 Spread 축소(-1.9% QoQ)되며 소폭 감익했다.",3.0,2.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,S-Oil,58600,56500
971,현대모비스,24.07.29,밸류에이션만 하락 중,24F PER(주가수익비율) 5.9배로 코로나 19 당시의 최저점에 근접. AS 사업 호조로 전체 실적은 완만하게 개선 중인 가운데 부품 사업의 부진으로 투자자들의 외면이 심화. 전동화 사업부 개선만 확인될 수 있다면 충분한 상승 여력 존재해 그룹사 완성차의 전동화 계획 업데이트가 필요,2.0,0.0,3.0,33.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,8.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,33.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,8.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,현대모비스,244000,258500
980,두산퓨얼셀,24.07.29,"하반기에 대한 기대감, 충분히 가져볼 만 하다!","신에너지(수소) 최선호주 유지. 실적 개선을 통한 호시절로의 회귀, 사업 확장 구도, 신사업 등 고려 시 중·장기적 관점에서의 접근 여전히 유효 2분기 연료전지 주기기 매출액 발생으로 하반기에 대한 기대감 가져 볼만한 상황. 2024년 실적 흐름은 상저하고 예상. 연간 매출액 4,000억원 재돌파는 V자 반등의 증거가 될 것. 이는 발전용 및 선박용 SOFC(고체 산화물 연료전지) 사업, PEMFC(고분자 전해질 막 연료전지) 기반 모빌리티 사업 등 신사업에 대한 기대감 유지 혹은 증가의 기반이 될 것으로 예상",0.0,2.0,13.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,두산퓨얼셀,17710,15830
985,LS ELECTRIC,24.07.29,올해 2분기 영업이익 상승의 주요인은 전력인프라부문의 북미비중 증가로 인한 실적개선,"올해 2분기 동사 K-IFRS 연결기준 실적의 경우 매출액 11,324억원(-5.8% YoY, +9.0% QoQ), 영업이익 1,096억원(+4.5% YoY, +17.0% QoQ)을 기록하였다. 전력인프라부문의 경우 인플레이션 감축법(IRA)으로 인하여 반도체, 배터리 등 북미 진출 기업의 생산 설비 투자가 크게 확대됨에 따라 이와 관련된 매출이 본격화 되면서 북미비중 증가로 수익성이 개선되고 있는 중이다. 즉, 올해 2분기 전력인프라부문 실적의 경우 매출액 3,376억원(-5.6% YoY, +13.2% QoQ), 영업이익 577억원(+67.7% YoY, +180.1% QoQ)을 기록하였다. 이에 따라 올해 2분기 영업이익 상승의 주요인은 전력인프라부문에서 북미비중이 증가되면서 실적이 개선되었기 때문이다.",33.0,16.0,16.0,35.0,14.0,21.0,12.0,9.0,6.0,7.0,4.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,9.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,16.0,35.0,14.0,21.0,12.0,9.0,6.0,7.0,4.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,9.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,LS ELECTRIC,152500,133300
990,현대로템,24.07.29,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,현대로템,65700,63900
995,S-Oil,24.07.29,[컨퍼런스콜 Q&A],"Q. 허리케인, 폭염 등 영향- 美NOAA, 여름철 허리케인 발생빈도 평년 대비 매우 높을 것이라 전망- 걸프만 지역 가동 차질 가능성 배제 어려울 듯- 작년 150 만 b/d 규모의 공급차질 발생한 것으로 파악. 올해도 작년과 비슷한 수준의 폭염이 예상되어 가동차질 가능성 有- 유럽 노후 정제설비는 대부분 폭염보다는 강추위 대응에 초점 (혹서기에 더 취약)",20.0,10.0,19.0,36.0,8.0,14.0,10.0,8.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,19.0,36.0,8.0,14.0,10.0,8.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S-Oil,58600,56500
1004,한화,24.07.29,동사 자체사업 개편이 배당확대로 이어지지 않기 때문에 주가에 우호적으로 작용하지 않고 있음⇒ 사업양도로 유입되는 현금 등을 기반으로 배당확대 등 주주환원 정책이 절실하게 필요한 시기,"2018년 초까지 동사의 자체 사업은 화약, 방산, 기계, 무역 부문 등 4개 사업 부문으로 구성되었다. 그러다 2018년 말에 화약 부문과 방산 부문을 화약·방산 부문으로 통합해 사업 부문을 3개로 재편하였다. 2020년에는 무역 부문을 해체한 이후 유화 사업은 화약·방산 부문으로, 기계 사업은 기계 부문으로 넘겼다. 또한 화약·방산 부문을 분리해 남은 무역 부문을 화약 부문과 합쳐 지금의 글로벌 부문이 만들어졌다. 2022년 7월 기계 부문이 모멘텀 부문으로 이름을 바꿨으며, 12월에는 한화건설을 합병하여 건설 부문을 만들었고 방산 부문은 한화에어로스페이스에 넘겼다. 이에 따라 동사 자체사업이 2023년에는 글로벌, 모멘텀, 건설 부문 등 3개 사업 부문으로 재편되었다. 이러한 환경하에서 올해 4월 동사의 자체 사업구조 개편을 발표하였으며, 이번달에 마무리 되었다. 즉, 동사의 해상풍력/플랜트 사업과 태양광장비 사업을 각각 한화오션과 한화솔루션에 4,025억원, 370억원에 사업양도 하였다. 또한 배터리 소재와 관련된 공정 전반에 투입되는 설비 라인업을 보유하고 있는 모멘텀부문을 물적분할하여 100% 자회사로 설립하였다. 이러한 물적분할에 대하여 주식매수청구권을 행사할 수 있는데 보통주 기준으로 4,456,938주가 행사되었다. 이에 따라 동사는 주식매수청구권 행사 대금으로 1,265억원을 지급하였으며, 자사주 비중이 기존 1.5%에서 7.5%으로 자연스럽게 증가하였다. 2018년 1월 초 동사의 주가는 41,500원 수준 이었는데 현재(7/26) 주가는 30,450원으로 이와 같은 동사 자체사업 개편이 주가에 우호적으로 작용하지 않고 있다. 이는 동사 자체사업 개편이 사업기반 약화로 이어져 배당확대로 이뤄지지 않기 때문이다. 이에 따라 사업양도로 유입되는 현금 4,395억원 등을 기반으로 배당확대 등 주주환원 정책 등이 절실하게 필요한 시기이다.",0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,한화,27450,29200
1006,호텔신라,24.07.29,"모두가 알고 있는 악재, 현재 주가는 최악만을 반영","중국 소비 침체 장기화로 객단가가 높은 단체관광객 회복이 더딘 가운데, 따이공 수요도 부진. 단기간 내 주가 반등을 기대하기는 어려우나, 하반기 기저가 낮고 점진적인 중국인 트래픽 회복이 기대되는 만큼 업사이드 리스크 대비 필요. 현재 주가는 메르스, 코로나 시기보다도 낮은 수준",9.0,6.0,11.0,14.0,7.0,0.0,0.0,1.0,3.0,4.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,11.0,14.0,7.0,0.0,0.0,1.0,3.0,4.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔신라,45100,39300
1013,피에이치에이,24.07.29,언더 밸류된 소외주를 발굴,자동차 전동화에 영향을 받지 않는 우량 기업. 비용 절감 + 수주 확대 + 투자 재개 + 주주환원의 복합적인 변화 진행 중,9.0,3.0,13.0,46.0,1.0,8.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,13.0,46.0,1.0,8.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,피에이치에이,피에이치에이에 해당하는 종목이 없습니다,피에이치에이에 해당하는 종목이 없습니다
1014,두산퓨얼셀,24.07.29,2 분기 기자재 매출 인식 빨라지며 컨센서스 상회,"두산퓨얼셀의 개별기준 2 분기 매출액과 영업이익은 865 억원, 29 억원으로 컨센서스 (584 억원, 16 억원)를 상회했다. 지난 해 수주한 입찰과 RPS 물량 중 일부 프로젝트의 기자재 공급 매출 인식이 하반기에서 2 분기로 당겨진 것이 실적 호전의 이유였다. 3 분기는 2 분기와 유사한 수준의 매출인식이 예상되고, 4 분기에 큰 폭으로 실적이 개선될 것으로 예상된다.",24.0,14.0,22.0,47.0,3.0,15.0,2.0,11.0,0.0,6.0,8.0,3.0,5.0,0.0,0.0,1.0,1.0,7.0,5.0,4.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,22.0,47.0,3.0,15.0,2.0,11.0,0.0,6.0,8.0,3.0,5.0,0.0,0.0,1.0,1.0,7.0,5.0,4.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,두산퓨얼셀,17710,15830
1019,SNT모티브,24.07.29,"2Q24 Review: 매출 2,403억원, 영업이익 251억원 (OPM 10.4%)","24년 2분기 매출액은 2,403억원(YoY -16.8%), 영업이익은 251억원(YoY -12.1%, OPM 10.4%)으로 시장 기대치(2,388억원, 241억원)를 상회했다. 자동차 부품 부문의 매출은 673억원(YoY -39.7%)으로 큰 폭의 역성장을 지속했다. 작년 11월부터 GM Bolt향 모터 공급(연간 1,400억원 규모)이 중단되면서 급격히 성장이 둔화되기 시작했다. GM향 오일 펌프 수출이 YoY +10.6%로 확대되고 있으나, 이를 완전히 상쇄하기는 어려웠다. 모터 부문의 매출은 1,110억원(YoY -4.8%)로, 현대차그룹향 HEV/EV 모터 매출 감소(YoY -22.9%)가 부정적이었다. 동사는 현대차그룹의 하이브리드 차량에 20~25만원 대의 시동 모터를 독점 공급하고 있다. 하이브리드 합산 판매 대수는 21.5만 대(YoY +20.7%)으로 높은 성장을 기록했음은 분명 긍정적이다. 그러나 EV 구동 모터는 100만원 대로, Non-EGMP 차량에만 공급하고 있다. 포터(현대차)와 봉고(기아) 전기차 합산 판매 대수는 3,742대(YoY -66.6%)로 부진했다. 전자 부문의 매출도 80억원(YoY -54.7%)으로 큰 폭의 감소세가 이어지고 있지만, 방산 부문 매출이 569억원(YoY +29.3%)으로 개선세를 기록했다. 방산을 제외한 3개 사업 부문의 외형이 축소되면서 방산 부문의 비중이 23.7%로 상승했다. 외형 축소는 아쉽지만, 고마진의 방산 부문 중심으로 수익성은 10.4%(YoY +0.5%p)로 개선되었다.",10.0,6.0,6.0,9.0,2.0,8.0,6.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,9.0,2.0,8.0,6.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SNT모티브,45050,42350
1023,기아,24.07.29,"2Q24 Review: 컨센서스 부합, 환율/재료비 효과 지속","영업이익은 3.6조원(+7.1%YoY, +6.4%QoQ)으로 컨센서스 3.6조원에 부합했다. 매출액은 27.6조원(+5.0%YoY, +5.2%QoQ)으로 컨센서스 27.7조원에 부합했다. 영업이익률은 13.2%(+0.3%P YoY, +0.1%p QoQ)로 지난 1분기에 이어 최대 수준의 수익성을 기록했다. 영업이익 전년비 증감사유는 환율효과 +4,190억원, 재료비 감소 +4,360억원, 가격효과 +1,160억원, 믹스개선 +550억원, 판매효과 +290억원, 인센티브 증가 -4,710억원, 기타비용 증가 -3,450억원이다. 이중 환율효과에서 판매보증비 증가 -1,824억원을 제외하면 약 2,400억원으로 전체 영업이익 증가분과 유사하다. 동사는 상반기 실적은 사업계획을 초과 달성했다고 밝혔다. 하반기에는 인센티브 증가, 인건비 증가, 재료비 감소폭 축소 등이 예상되지만 수익성이 사업계획을 초과 달성하는 추세는 유지될 것으로 예상한다고 밝혔다. 동사는 3분기 누적 재무목표 달성 시 올해 자사주 매입분의 잔여 50%를 추가 소각할 계획이다.",18.0,2.0,18.0,41.0,8.0,8.0,3.0,9.0,4.0,7.0,8.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,6.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,18.0,41.0,8.0,8.0,3.0,9.0,4.0,7.0,8.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,6.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,기아,95000,96700
